"Activity Date","Process Date","Settle Date","Instrument","Description","Trans Code","Quantity","Price","Amount"
"11/11/2021","11/11/2021","11/12/2021","TSLA","TSLA 11/12/2021 Call $1,150.00","BTO","1","$1.54","($154.00)"
"11/11/2021","11/11/2021","11/12/2021","TWLO","TWLO 12/3/2021 Call $350.00","BTO","1","$1.04","($104.00)"
"11/11/2021","11/11/2021","11/12/2021","PLUG","PLUG 11/19/2021 Call $50.00","STC","1","$0.61","$60.98"
"11/11/2021","11/11/2021","11/12/2021","SEAH","SEAH 11/19/2021 Call $12.50","BTO","2","$0.40","($80.00)"
"11/11/2021","11/11/2021","11/12/2021","BA","BA 2/18/2022 Call $280.00","BTO","1","$2.88","($288.00)"
"11/11/2021","11/11/2021","11/12/2021","AMZN","AMZN 11/12/2021 Call $3,600.00","STC","1","$6.50","$649.98"
"11/11/2021","11/11/2021","11/12/2021","AMZN","AMZN 11/12/2021 Call $3,600.00","STC","1","$8.00","$799.98"
"11/11/2021","11/11/2021","11/12/2021","AMZN","AMZN 11/12/2021 Call $3,600.00","STC","1","$8.25","$824.98"
"11/11/2021","11/11/2021","11/12/2021","AMZN","AMZN 11/12/2021 Call $3,600.00","BTO","3","$6.60","($1,980.00)"
"11/10/2021","11/10/2021","11/12/2021","TWLO","TWLO 12/3/2021 Call $350.00","BTO","2","$1.50","($300.00)"
"11/10/2021","11/10/2021","11/12/2021","AMZN","AMZN 11/12/2021 Call $3,650.00","STC","1","$19.20","$1,919.98"
"11/10/2021","11/10/2021","11/12/2021","AMZN","AMZN 11/12/2021 Call $3,650.00","BTO","1","$22.60","($2,260.00)"
"11/10/2021","11/10/2021","11/12/2021","COIN","COIN 11/19/2021 Call $450.00","STC","1","$1.10","$109.98"
"11/9/2021","11/9/2021","11/10/2021","WEN","WEN 11/19/2021 Call $30.00","BTO","1","$0.10","($10.00)"
"11/9/2021","11/9/2021","11/10/2021","GEVO","GEVO 11/19/2021 Call $10.00","BTO","2","$0.15","($30.00)"
"11/9/2021","11/9/2021","11/10/2021","GEVO","GEVO 11/19/2021 Call $10.00","BTO","3","$0.15","($45.00)"
"11/9/2021","11/9/2021","11/10/2021","NIO","NIO 11/12/2021 Call $45.00","BTO","1","$0.90","($90.00)"
"11/9/2021","11/9/2021","11/10/2021","PLUG","PLUG 11/19/2021 Call $50.00","BTO","1","$0.88","($88.00)"
"11/9/2021","11/9/2021","11/10/2021","AMZN","AMZN 11/12/2021 Call $3,800.00","STC","1","$5.75","$574.98"
"11/9/2021","11/9/2021","11/10/2021","AMZN","AMZN 11/12/2021 Call $3,800.00","BTO","1","$5.55","($555.00)"
"11/9/2021","11/9/2021","11/10/2021","AMZN","AMZN 11/12/2021 Call $3,600.00","STC","1","$19.25","$1,924.98"
"11/9/2021","11/9/2021","11/10/2021","AMZN","AMZN 11/12/2021 Call $3,600.00","BTO","1","$17.50","($1,750.00)"
"11/9/2021","11/9/2021","11/10/2021","COIN","COIN 11/19/2021 Call $450.00","BTO","1","$4.26","($426.00)"
"11/9/2021","11/9/2021","11/10/2021","SOLO","SOLO 11/26/2021 Call $5.00","BTO","3","$0.41","($123.00)"
"11/9/2021","11/9/2021","11/9/2021","","CHIPOTLE 1378 MODESTO, CA","CARD","","","($18.34)"
"11/9/2021","11/9/2021","11/10/2021","AMZN","AMZN 11/12/2021 Call $3,650.00","STC","1","$9.25","$924.98"
"11/9/2021","11/9/2021","11/10/2021","LCID","LCID 12/17/2021 Call $65.00","STC","1","$3.18","$317.98"
"11/9/2021","11/9/2021","11/10/2021","AMZN","AMZN 11/12/2021 Call $3,650.00","BTO","1","$8.60","($860.00)"
"11/9/2021","11/9/2021","11/10/2021","AMZN","AMZN 11/12/2021 Call $3,600.00","STC","1","$18.00","$1,799.98"
"11/9/2021","11/9/2021","11/10/2021","AMZN","AMZN 11/12/2021 Call $3,600.00","STC","1","$18.00","$1,799.98"
"11/9/2021","11/9/2021","11/10/2021","AMZN","AMZN 11/12/2021 Call $3,600.00","BTO","1","$14.69","($1,469.00)"
"11/9/2021","11/9/2021","11/10/2021","AMZN","AMZN 11/12/2021 Call $3,600.00","BTO","1","$14.69","($1,469.00)"
"11/9/2021","11/9/2021","11/10/2021","AMD","AMD 11/12/2021 Call $160.00","STC","1","$3.20","$319.98"
"11/9/2021","11/9/2021","11/10/2021","AMD","AMD 11/12/2021 Call $160.00","STC","1","$3.85","$384.98"
"11/9/2021","11/9/2021","11/10/2021","AMD","AMD 11/12/2021 Call $160.00","STC","3","$3.90","$1,169.98"
"11/9/2021","11/9/2021","11/10/2021","AMD","AMD 11/12/2021 Call $160.00","BTO","5","$3.45","($1,725.00)"
"11/9/2021","11/9/2021","11/10/2021","AMZN","AMZN 11/12/2021 Call $3,600.00","STC","1","$15.75","$1,574.98"
"11/9/2021","11/9/2021","11/10/2021","AMZN","AMZN 11/12/2021 Call $3,600.00","BTO","1","$13.40","($1,340.00)"
"11/8/2021","11/8/2021","11/9/2021","CELH","CELH 11/19/2021 Put $90.00","BTO","1","$2.78","($278.00)"
"11/8/2021","11/8/2021","11/9/2021","AMZN","AMZN 11/12/2021 Call $3,700.00","STC","1","$6.70","$669.98"
"11/8/2021","11/8/2021","11/9/2021","AMZN","AMZN 11/12/2021 Call $3,700.00","STC","1","$6.70","$669.98"
"11/8/2021","11/8/2021","11/9/2021","AMZN","AMZN 11/12/2021 Call $3,700.00","STC","1","$6.50","$649.98"
"11/8/2021","11/8/2021","11/9/2021","AMZN","AMZN 11/12/2021 Call $3,700.00","BTO","1","$6.29","($629.00)"
"11/8/2021","11/8/2021","11/9/2021","AMZN","AMZN 11/12/2021 Call $3,700.00","STC","1","$15.95","$1,594.98"
"11/8/2021","11/8/2021","11/9/2021","AMZN","AMZN 11/12/2021 Call $3,700.00","BTO","3","$12.15","($3,645.00)"
"11/8/2021","11/8/2021","11/8/2021","","COSTCO WHSE #0782 TURLOCK, CA","CARD","","","($170.03)"
"11/8/2021","11/8/2021","11/8/2021","","COSTCO WHSE #0782 TURLOCK, CA","CARD","","","($11.37)"
"11/5/2021","11/5/2021","11/8/2021","SOFI","Option Expiration for SOFI 11/5/2021 Call $25.00","OEXP","2S","",""
"11/5/2021","11/5/2021","11/8/2021","BTBT","Option Expiration for BTBT 11/5/2021 Call $14.00","OEXP","2S","",""
"11/5/2021","11/5/2021","11/8/2021","LCID","LCID 12/17/2021 Call $65.00","BTO","1","$1.99","($199.00)"
"11/5/2021","11/5/2021","11/8/2021","FB","FB 11/12/2021 Call $360.00","STC","2","$2.24","$447.98"
"11/5/2021","11/5/2021","11/8/2021","QCOM","QCOM 11/12/2021 Call $200.00","STC","1","$0.63","$62.98"
"11/5/2021","11/5/2021","11/8/2021","QCOM","QCOM 11/12/2021 Call $200.00","STC","2","$0.78","$155.98"
"11/5/2021","11/5/2021","11/8/2021","QCOM","QCOM 11/12/2021 Call $200.00","STC","1","$0.75","$74.98"
"11/5/2021","11/5/2021","11/8/2021","QCOM","QCOM 11/12/2021 Call $200.00","STC","1","$0.78","$77.98"
"11/5/2021","11/5/2021","11/8/2021","QCOM","QCOM 11/12/2021 Call $200.00","STC","5","$0.84","$419.98"
"11/5/2021","11/5/2021","11/8/2021","QCOM","QCOM 11/12/2021 Call $200.00","BTO","10","$0.70","($700.00)"
"11/5/2021","11/5/2021","11/8/2021","FB","FB 11/12/2021 Call $360.00","STC","4","$1.54","$615.98"
"11/5/2021","11/5/2021","11/8/2021","AMZN","AMZN 11/5/2021 Call $3,570.00","STC","1","$3.70","$369.98"
"11/5/2021","11/5/2021","11/8/2021","FB","FB 11/12/2021 Call $360.00","STC","1","$1.50","$149.98"
"11/5/2021","11/5/2021","11/8/2021","FB","FB 11/12/2021 Call $360.00","STC","1","$1.50","$149.98"
"11/5/2021","11/5/2021","11/8/2021","FB","FB 11/12/2021 Call $360.00","BTO","10","$1.33","($1,330.00)"
"11/5/2021","11/5/2021","11/8/2021","AMZN","AMZN 11/5/2021 Call $3,570.00","BTO","1","$6.10","($610.00)"
"11/5/2021","11/5/2021","11/8/2021","AMZN","AMZN 11/5/2021 Call $3,550.00","STC","3","$7.20","$2,159.97"
"11/5/2021","11/5/2021","11/8/2021","AMZN","AMZN 11/5/2021 Call $3,550.00","BTO","3","$8.55","($2,565.00)"
"11/5/2021","11/5/2021","11/8/2021","PINS","PINS 11/5/2021 Put $44.00","STC","1","$1.15","$114.98"
"11/4/2021","11/4/2021","11/5/2021","PINS","PINS 11/5/2021 Put $44.00","BTO","1","$2.46","($246.00)"
"11/4/2021","11/4/2021","11/5/2021","GOOGL","GOOGL 11/5/2021 Call $3,000.00","STC","1","$10.90","$1,089.98"
"11/4/2021","11/4/2021","11/5/2021","PYPL","PYPL 11/5/2021 Call $230.00","STC","20","$1.21","$2,419.94"
"11/4/2021","11/4/2021","11/5/2021","PYPL","PYPL 11/5/2021 Call $230.00","BTO","20","$1.22","($2,440.00)"
"11/4/2021","11/4/2021","11/5/2021","GOOGL","GOOGL 11/5/2021 Call $3,000.00","BTO","1","$9.90","($990.00)"
"11/4/2021","11/4/2021","11/5/2021","AMZN","AMZN 11/5/2021 Call $3,500.00","STC","1","$10.56","$1,055.98"
"11/4/2021","11/4/2021","11/5/2021","AMZN","AMZN 11/5/2021 Call $3,500.00","STC","1","$7.55","$754.98"
"11/4/2021","11/4/2021","11/5/2021","AMZN","AMZN 11/5/2021 Call $3,500.00","STC","1","$7.05","$704.98"
"11/4/2021","11/4/2021","11/5/2021","AMZN","AMZN 11/5/2021 Call $3,500.00","STC","1","$6.00","$599.98"
"11/4/2021","11/4/2021","11/5/2021","AMZN","AMZN 11/5/2021 Call $3,500.00","STC","1","$5.60","$559.98"
"11/4/2021","11/4/2021","11/5/2021","AMZN","AMZN 11/5/2021 Call $3,500.00","BTO","5","$4.85","($2,425.00)"
"11/4/2021","11/4/2021","11/5/2021","TSLA","TSLA 11/5/2021 Call $1,300.00","STC","2","$5.15","$1,029.98"
"11/4/2021","11/4/2021","11/5/2021","TSLA","TSLA 11/5/2021 Call $1,300.00","BTO","2","$6.10","($1,220.00)"
"11/4/2021","11/4/2021","11/5/2021","SAVA","SAVA 11/5/2021 Call $100.00","STC","4","$4.40","$1,759.98"
"11/4/2021","11/4/2021","11/5/2021","SAVA","SAVA 11/5/2021 Call $100.00","STC","1","$4.50","$449.98"
"11/4/2021","11/4/2021","11/5/2021","SAVA","SAVA 11/5/2021 Call $100.00","STC","5","$3.70","$1,849.98"
"11/4/2021","11/4/2021","11/5/2021","SAVA","SAVA 11/5/2021 Call $100.00","BTO","10","$3.90","($3,900.00)"
"11/4/2021","11/4/2021","11/5/2021","SHOP","SHOP 11/5/2021 Call $1,550.00","STC","1","$7.80","$779.98"
"11/4/2021","11/4/2021","11/5/2021","AMZN","AMZN 11/5/2021 Call $3,500.00","STC","1","$11.55","$1,154.98"
"11/4/2021","11/4/2021","11/5/2021","AMZN","AMZN 11/5/2021 Call $3,500.00","STC","1","$10.85","$1,084.98"
"11/4/2021","11/4/2021","11/5/2021","AMZN","AMZN 11/5/2021 Call $3,500.00","BTO","2","$9.15","($1,830.00)"
"11/4/2021","11/4/2021","11/5/2021","AMZN","AMZN 11/5/2021 Call $3,500.00","STC","1","$8.15","$814.98"
"11/4/2021","11/4/2021","11/5/2021","AMZN","AMZN 11/5/2021 Call $3,450.00","STC","1","$6.50","$649.98"
"11/4/2021","11/4/2021","11/5/2021","CAR","CAR 11/19/2021 Put $150.00","STC","1","$0.60","$59.98"
"11/4/2021","11/4/2021","11/5/2021","AMZN","AMZN 11/5/2021 Call $3,450.00","BTO","1","$6.00","($600.00)"
"11/3/2021","11/3/2021","11/4/2021","AMZN","AMZN 11/5/2021 Call $3,500.00","BTO","1","$3.05","($305.00)"
"11/3/2021","11/3/2021","11/4/2021","SHOP","SHOP 11/5/2021 Call $1,550.00","BTO","1","$4.70","($470.00)"
"11/3/2021","11/3/2021","11/4/2021","SHOP","SHOP 11/5/2021 Call $1,500.00","STC","1","$15.00","$1,499.98"
"11/3/2021","11/3/2021","11/4/2021","TWLO","TWLO 12/3/2021 Call $350.00","STC","1","$3.40","$339.98"
"11/3/2021","11/3/2021","11/4/2021","TWLO","TWLO 12/3/2021 Call $350.00","STC","1","$3.45","$344.98"
"11/3/2021","11/3/2021","11/4/2021","SHOP","SHOP 11/5/2021 Call $1,500.00","BTO","1","$12.30","($1,230.00)"
"11/3/2021","11/3/2021","11/4/2021","BNTX","BNTX 11/19/2021 Call $400.00","BTO","2","$0.70","($140.00)"
"11/3/2021","11/3/2021","11/4/2021","TSLA","TSLA 11/5/2021 Call $1,250.00","STC","1","$6.00","$599.98"
"11/3/2021","11/3/2021","11/4/2021","TSLA","TSLA 11/5/2021 Call $1,250.00","BTO","1","$5.80","($580.00)"
"11/3/2021","11/3/2021","11/4/2021","BMRN","BMRN 12/17/2021 Call $100.00","STC","2","$0.92","$183.98"
"11/3/2021","11/3/2021","11/4/2021","BMRN","BMRN 12/17/2021 Call $100.00","STC","3","$0.92","$275.98"
"11/3/2021","11/3/2021","11/4/2021","GME","GME 11/5/2021 Call $250.00","STC","1","$2.20","$219.98"
"11/3/2021","11/3/2021","11/4/2021","GME","GME 11/5/2021 Call $250.00","STC","1","$2.20","$219.98"
"11/3/2021","11/3/2021","11/4/2021","BMRN","BMRN 12/17/2021 Call $100.00","STC","5","$1.00","$499.98"
"11/3/2021","11/3/2021","11/4/2021","PLTR","PLTR 11/5/2021 Call $27.00","STC","1","$0.17","$16.98"
"11/3/2021","11/3/2021","11/4/2021","PLTR","PLTR 11/5/2021 Call $27.00","STC","1","$0.17","$16.98"
"11/3/2021","11/3/2021","11/4/2021","GME","GME 11/5/2021 Call $250.00","BTO","2","$12.20","($2,440.00)"
"11/3/2021","11/3/2021","11/4/2021","LCID","LCID 11/5/2021 Call $40.00","STC","8","$0.74","$591.97"
"11/3/2021","11/3/2021","11/4/2021","LCID","LCID 11/5/2021 Call $40.00","STC","3","$0.74","$221.98"
"11/3/2021","11/3/2021","11/4/2021","LCID","LCID 11/5/2021 Call $40.00","STC","6","$0.86","$515.98"
"11/3/2021","11/3/2021","11/4/2021","LCID","LCID 11/5/2021 Call $40.00","STC","1","$0.79","$78.98"
"11/3/2021","11/3/2021","11/4/2021","LCID","LCID 11/5/2021 Call $40.00","STC","7","$0.79","$552.98"
"11/3/2021","11/3/2021","11/4/2021","LCID","LCID 11/5/2021 Call $40.00","BTO","25","$0.69","($1,725.00)"
"11/3/2021","11/3/2021","11/4/2021","GME","GME 11/5/2021 Call $300.00","STC","1","$5.15","$514.98"
"11/3/2021","11/3/2021","11/4/2021","GME","GME 11/5/2021 Call $300.00","BTO","1","$5.55","($555.00)"
"11/3/2021","11/3/2021","11/4/2021","GME","GME 11/5/2021 Call $250.00","STC","1","$18.00","$1,799.98"
"11/3/2021","11/3/2021","11/4/2021","GME","GME 11/5/2021 Call $250.00","BTO","1","$12.10","($1,210.00)"
"11/3/2021","11/3/2021","11/4/2021","AMC","AMC 11/5/2021 Call $45.00","STC","2","$1.43","$285.98"
"11/3/2021","11/3/2021","11/4/2021","AMC","AMC 11/5/2021 Call $45.00","STC","1","$1.41","$140.98"
"11/3/2021","11/3/2021","11/4/2021","AMC","AMC 11/5/2021 Call $45.00","STC","2","$1.34","$267.98"
"11/3/2021","11/3/2021","11/4/2021","AMC","AMC 11/5/2021 Call $45.00","BTO","3","$1.09","($327.00)"
"11/3/2021","11/3/2021","11/4/2021","AMC","AMC 11/5/2021 Call $45.00","BTO","2","$1.09","($218.00)"
"11/3/2021","11/3/2021","11/4/2021","LYFT","LYFT 11/5/2021 Call $46.00","STC","1","$5.10","$509.98"
"11/3/2021","11/3/2021","11/4/2021","LYFT","LYFT 11/5/2021 Call $46.00","STC","1","$5.62","$561.98"
"11/2/2021","11/2/2021","11/3/2021","LYFT","LYFT 11/5/2021 Call $46.00","BTO","2","$1.58","($316.00)"
"11/2/2021","11/2/2021","11/3/2021","TSLA","TSLA 11/5/2021 Call $1,300.00","STC","1","$6.30","$629.98"
"11/2/2021","11/2/2021","11/3/2021","TSLA","TSLA 11/5/2021 Call $1,300.00","BTO","1","$6.05","($605.00)"
"11/2/2021","11/2/2021","11/3/2021","NVDA","NVDA 11/19/2021 Call $300.00","STC","1","$1.68","$167.98"
"11/2/2021","11/2/2021","11/3/2021","SAVA","SAVA 11/5/2021 Call $100.00","STC","1","$3.00","$299.98"
"11/2/2021","11/2/2021","11/3/2021","SAVA","SAVA 11/5/2021 Call $100.00","BTO","1","$3.20","($320.00)"
"11/2/2021","11/2/2021","11/3/2021","TWLO","TWLO 12/3/2021 Call $350.00","BTO","1","$1.70","($170.00)"
"11/2/2021","11/2/2021","11/3/2021","AMD","AMD 11/5/2021 Call $130.00","STC","1","$1.38","$137.98"
"11/2/2021","11/2/2021","11/3/2021","BTBT","BTBT 11/5/2021 Call $14.00","STC","2","$0.60","$119.98"
"11/2/2021","11/2/2021","11/3/2021","NVDA","NVDA 11/5/2021 Call $270.00","STC","1","$1.67","$166.98"
"11/2/2021","11/2/2021","11/3/2021","GME","GME 11/5/2021 Call $300.00","STC","1","$1.60","$159.98"
"11/2/2021","11/2/2021","11/3/2021","AMC","AMC 11/5/2021 Call $40.00","STC","2","$1.05","$209.98"
"11/2/2021","11/2/2021","11/3/2021","BTBT","BTBT 11/5/2021 Call $14.00","BTO","4","$0.50","($200.00)"
"11/2/2021","11/2/2021","11/3/2021","NVDA","NVDA 11/5/2021 Call $270.00","STC","1","$1.43","$142.98"
"11/2/2021","11/2/2021","11/3/2021","CAR","CAR 11/19/2021 Put $150.00","BTO","1","$3.60","($360.00)"
"11/2/2021","11/2/2021","11/3/2021","GME","GME 11/19/2021 Call $800.00","STC","1","$0.67","$66.98"
"11/2/2021","11/2/2021","11/3/2021","GOOGL","GOOGL 11/5/2021 Call $3,000.00","STC","1","$9.60","$959.98"
"11/2/2021","11/2/2021","11/3/2021","GOOGL","GOOGL 11/5/2021 Call $3,000.00","STC","1","$10.94","$1,093.98"
"11/2/2021","11/2/2021","11/3/2021","GOOGL","GOOGL 11/5/2021 Call $3,000.00","STC","1","$10.61","$1,060.98"
"11/2/2021","11/2/2021","11/3/2021","GOOGL","GOOGL 11/5/2021 Call $3,000.00","STC","1","$10.40","$1,039.98"
"11/2/2021","11/2/2021","11/3/2021","GOOGL","GOOGL 11/5/2021 Call $3,000.00","BTO","1","$8.20","($820.00)"
"11/2/2021","11/2/2021","11/3/2021","AMD","AMD 11/5/2021 Call $130.00","STC","1","$1.05","$104.98"
"11/2/2021","11/2/2021","11/3/2021","GOOGL","GOOGL 11/5/2021 Call $3,000.00","BTO","1","$9.90","($990.00)"
"11/2/2021","11/2/2021","11/3/2021","GOOGL","GOOGL 11/5/2021 Call $3,000.00","BTO","2","$9.90","($1,980.00)"
"11/2/2021","11/2/2021","11/3/2021","TSLA","TSLA 11/5/2021 Call $1,300.00","STC","1","$7.40","$739.98"
"11/2/2021","11/2/2021","11/3/2021","TSLA","TSLA 11/5/2021 Call $1,300.00","BTO","1","$6.70","($670.00)"
"11/2/2021","11/2/2021","11/3/2021","MARA","MARA 11/5/2021 Call $60.00","STC","5","$2.01","$1,004.98"
"11/2/2021","11/2/2021","11/3/2021","MARA","MARA 11/5/2021 Call $60.00","STC","1","$2.73","$272.98"
"11/2/2021","11/2/2021","11/3/2021","MARA","MARA 11/5/2021 Call $60.00","STC","4","$2.73","$1,091.98"
"11/2/2021","11/2/2021","11/3/2021","MARA","MARA 11/5/2021 Call $60.00","STC","10","$2.73","$2,729.96"
"11/2/2021","11/2/2021","11/3/2021","MARA","MARA 11/5/2021 Call $60.00","BTO","10","$2.44","($2,440.00)"
"11/2/2021","11/2/2021","11/3/2021","MARA","MARA 11/5/2021 Call $60.00","BTO","1","$2.44","($244.00)"
"11/2/2021","11/2/2021","11/3/2021","MARA","MARA 11/5/2021 Call $60.00","BTO","8","$2.44","($1,952.00)"
"11/2/2021","11/2/2021","11/3/2021","MARA","MARA 11/5/2021 Call $60.00","BTO","1","$2.44","($244.00)"
"11/1/2021","11/1/2021","11/2/2021","AMD","AMD 11/5/2021 Call $130.00","STC","6","$0.68","$407.98"
"11/1/2021","11/1/2021","11/2/2021","AMD","AMD 11/5/2021 Call $130.00","STC","1","$0.68","$67.98"
"11/1/2021","11/1/2021","11/2/2021","AMD","AMD 11/5/2021 Call $130.00","STC","1","$0.68","$67.98"
"11/1/2021","11/1/2021","11/2/2021","SOFI","SOFI 11/5/2021 Call $25.00","STC","3","$0.20","$59.98"
"11/1/2021","11/1/2021","11/2/2021","PLTR","PLTR 11/5/2021 Call $27.00","STC","1","$0.34","$33.98"
"11/1/2021","11/1/2021","11/2/2021","PLTR","PLTR 11/5/2021 Call $27.00","STC","1","$0.34","$33.98"
"11/1/2021","11/1/2021","11/2/2021","PLTR","PLTR 11/5/2021 Call $27.00","STC","1","$0.34","$33.98"
"11/1/2021","11/1/2021","11/2/2021","PLTR","PLTR 11/5/2021 Call $27.00","STC","4","$0.34","$135.98"
"11/1/2021","11/1/2021","11/2/2021","PLTR","PLTR 11/5/2021 Call $27.00","STC","1","$0.34","$33.98"
"11/1/2021","11/1/2021","11/2/2021","EBAY","EBAY 11/19/2021 Call $80.00","STC","2","$0.61","$121.98"
"11/1/2021","11/1/2021","11/2/2021","AUPH","AUPH 11/19/2021 Call $30.00","STC","1","$5.20","$519.98"
"11/1/2021","11/1/2021","11/2/2021","MRO","MRO 1/21/2022 Call $20.00","STC","2","$0.65","$129.98"
"11/1/2021","11/1/2021","11/2/2021","BMRN","BMRN 12/17/2021 Call $100.00","STC","2","$0.85","$169.98"
"11/1/2021","11/1/2021","11/2/2021","WMT","WMT 11/12/2021 Call $155.00","STC","5","$0.36","$179.98"
"11/1/2021","11/1/2021","11/2/2021","NVDA","NVDA 11/19/2021 Call $300.00","STC","1","$1.16","$115.98"
"11/1/2021","11/1/2021","11/2/2021","NVDA","NVDA 11/19/2021 Call $300.00","STC","1","$1.16","$115.98"
"11/1/2021","11/1/2021","11/2/2021","GME","GME 11/5/2021 Call $300.00","BTO","1","$1.15","($115.00)"
"11/1/2021","11/1/2021","11/2/2021","PLTR","PLTR 11/5/2021 Call $27.00","BTO","10","$0.37","($370.00)"
"11/1/2021","11/1/2021","11/2/2021","GME","GME 11/19/2021 Call $800.00","STC","3","$0.75","$224.98"
"11/1/2021","11/1/2021","11/2/2021","GME","GME 11/19/2021 Call $800.00","STC","1","$0.69","$68.98"
"11/1/2021","11/1/2021","11/2/2021","AMC","AMC 11/5/2021 Call $40.00","BTO","2","$0.83","($166.00)"
"11/1/2021","11/1/2021","11/2/2021","UPST","UPST 11/5/2021 Call $350.00","STC","1","$10.40","$1,039.98"
"11/1/2021","11/1/2021","11/2/2021","SOFI","SOFI 11/5/2021 Call $25.00","STC","2","$0.13","$25.98"
"11/1/2021","11/1/2021","11/2/2021","SOFI","SOFI 11/5/2021 Call $25.00","STC","1","$0.13","$12.98"
"11/1/2021","11/1/2021","11/2/2021","SOFI","SOFI 11/5/2021 Call $25.00","STC","7","$0.13","$90.98"
"11/1/2021","11/1/2021","11/2/2021","EBAY","EBAY 11/19/2021 Call $80.00","BTO","2","$0.76","($152.00)"
"11/1/2021","11/1/2021","11/2/2021","NVDA","NVDA 11/19/2021 Call $300.00","STC","1","$1.39","$138.98"
"11/1/2021","11/1/2021","11/2/2021","NVDA","NVDA 11/19/2021 Call $300.00","STC","1","$1.39","$138.98"
"11/1/2021","11/1/2021","11/2/2021","UPST","UPST 11/5/2021 Call $350.00","BTO","1","$8.80","($880.00)"
"11/1/2021","11/1/2021","11/2/2021","TWLO","TWLO 12/3/2021 Call $350.00","BTO","2","$2.03","($406.00)"
"11/1/2021","11/1/2021","11/2/2021","SOFI","SOFI 11/5/2021 Call $25.00","STC","20","$0.14","$279.95"
"11/1/2021","11/1/2021","11/2/2021","AMZN","AMZN 11/5/2021 Call $3,500.00","STC","2","$3.45","$689.98"
"11/1/2021","11/1/2021","11/2/2021","GME","GME 11/19/2021 Call $800.00","STC","3","$0.52","$155.98"
"11/1/2021","11/1/2021","11/2/2021","SOFI","SOFI 11/5/2021 Call $25.00","STC","15","$0.13","$194.96"
"11/1/2021","11/1/2021","11/2/2021","AMZN","AMZN 11/5/2021 Call $3,500.00","BTO","1","$4.55","($455.00)"
"11/1/2021","11/1/2021","11/2/2021","SOFI","SOFI 11/5/2021 Call $25.00","BTO","5","$0.09","($45.00)"
"11/1/2021","11/1/2021","11/2/2021","SOFI","SOFI 11/5/2021 Call $25.00","BTO","5","$0.09","($45.00)"
"11/1/2021","11/1/2021","11/2/2021","SOFI","SOFI 11/5/2021 Call $25.00","BTO","7","$0.09","($63.00)"
"11/1/2021","11/1/2021","11/2/2021","SOFI","SOFI 11/5/2021 Call $25.00","BTO","13","$0.09","($117.00)"
"11/1/2021","11/1/2021","11/2/2021","SOFI","SOFI 11/5/2021 Call $25.00","BTO","1","$0.09","($9.00)"
"11/1/2021","11/1/2021","11/2/2021","SOFI","SOFI 11/5/2021 Call $25.00","BTO","6","$0.09","($54.00)"
"11/1/2021","11/1/2021","11/2/2021","SOFI","SOFI 11/5/2021 Call $25.00","BTO","13","$0.09","($117.00)"
"11/1/2021","11/1/2021","11/2/2021","SE","SE 11/5/2021 Call $360.00","STC","2","$3.85","$769.98"
"11/1/2021","11/1/2021","11/2/2021","AMZN","AMZN 11/5/2021 Call $3,500.00","BTO","1","$4.50","($450.00)"
"11/1/2021","11/1/2021","11/2/2021","TDOC","TDOC 11/19/2021 Call $175.00","STC","1","$0.80","$79.98"
"11/1/2021","11/1/2021","11/2/2021","TDOC","TDOC 11/19/2021 Call $175.00","STC","1","$0.80","$79.98"
"11/1/2021","11/1/2021","11/2/2021","SE","SE 11/5/2021 Call $360.00","BTO","2","$3.60","($720.00)"
"10/29/2021","10/29/2021","11/1/2021","WISH","Option Expiration for WISH 10/29/2021 Call $7.00","OEXP","11S","",""
"10/29/2021","10/29/2021","11/1/2021","QS","Option Expiration for QS 10/29/2021 Put $20.00","OEXP","6S","",""
"10/29/2021","10/29/2021","11/1/2021","AMD","AMD 11/5/2021 Call $130.00","BTO","6","$0.28","($168.00)"
"10/29/2021","10/29/2021","11/1/2021","AMD","AMD 11/5/2021 Call $130.00","BTO","2","$0.28","($56.00)"
